term1,term2,count
formation,spectrum,1
formation,he i,0
formation,argon,2
formation,red star,0
formation,evaporation,0
formation,air,0
formation,cycle,0
formation,current,0
formation,arc,1
formation,vacuum,0
formation,bubble,1
formation,temperature,0
formation,copper,0
formation,power,4
formation,map,0
formation,n star,0
formation,url,0
formation,filter,3
formation,cs,0
formation,ethane,0
formation,ratio,0
formation,me star,0
formation,source,4
formation,lithium,0
formation,coupling,1
formation,w-,0
formation,function,0
formation,tin,2
formation,oxygen,0
formation,glass,0
formation,comparison,0
formation,pressure,2
formation,water,0
formation,graph,3
formation,sodium,0
formation,unit,0
formation,methane,0
formation,position,1
formation,potassium,3
formation,mass,0
formation,origin,0
formation,f star,0
formation,error,0
formation,spectroscopy,0
formation,design,0
formation,g star,0
formation,gas,2
formation,flux,1
formation,microwave,1
formation,caesium,0
formation,nitrogen,0
formation,s star,0
formation,volatile,0
formation,intensity,0
formation,interaction,0
formation,iron,0
formation,time,0
formation,boron,4
formation,age,0
air,o star,0
air,ring,2
air,ammonia,0
air,bromine,1
air,ion,2
air,carbon,1
air,electron,0
air,palladium,0
air,proton,0
air,of star,0
air,period,0
air,testing,0
air,magnesium,0
air,ray,2
air,analysis,0
air,system,0
air,spectrum,0
air,he i,0
air,argon,0
air,red star,0
air,evaporation,0
air,formation,0
air,cycle,0
air,current,0
air,arc,1
air,vacuum,1
air,bubble,0
air,temperature,2
air,copper,0
air,power,2
air,map,0
air,n star,0
air,url,0
air,filter,2
air,cs,1
air,ethane,0
air,ratio,1
air,me star,0
air,source,2
air,lithium,0
air,coupling,1
air,w-,0
air,function,0
air,tin,2
air,oxygen,0
air,glass,1
air,comparison,0
air,pressure,1
air,water,1
air,graph,0
air,sodium,0
air,unit,0
air,methane,0
air,position,1
air,potassium,1
air,mass,0
air,origin,0
air,f star,0
air,error,0
air,spectroscopy,0
air,design,0
air,g star,0
air,gas,1
air,flux,0
air,microwave,0
air,caesium,0
air,nitrogen,0
air,s star,0
air,volatile,0
air,intensity,0
air,interaction,0
air,iron,0
air,time,0
air,boron,1
air,age,1
cycle,o star,0
cycle,ring,0
cycle,ammonia,1
cycle,bromine,0
cycle,ion,1
cycle,carbon,1
cycle,electron,0
cycle,palladium,0
cycle,proton,0
cycle,of star,0
cycle,period,0
cycle,testing,0
cycle,magnesium,0
cycle,ray,0
cycle,analysis,0
cycle,system,0
cycle,spectrum,0
cycle,he i,1
cycle,argon,0
cycle,red star,0
cycle,evaporation,0
cycle,formation,0
cycle,air,0
cycle,current,0
cycle,arc,0
cycle,vacuum,0
cycle,bubble,0
cycle,temperature,0
cycle,copper,0
cycle,power,1
cycle,map,0
cycle,n star,0
cycle,url,0
cycle,filter,1
cycle,cs,0
cycle,ethane,1
cycle,ratio,0
cycle,me star,0
cycle,source,1
cycle,lithium,0
cycle,coupling,0
cycle,w-,0
cycle,function,0
cycle,tin,0
cycle,oxygen,0
cycle,glass,0
cycle,comparison,0
cycle,pressure,1
cycle,water,1
cycle,graph,1
cycle,sodium,0
cycle,unit,0
cycle,methane,1
cycle,position,0
cycle,potassium,1
cycle,mass,0
cycle,origin,0
cycle,f star,0
cycle,error,0
cycle,spectroscopy,0
cycle,design,0
cycle,g star,0
cycle,gas,1
cycle,flux,0
cycle,microwave,0
cycle,caesium,0
cycle,nitrogen,0
cycle,s star,0
cycle,volatile,0
cycle,intensity,0
cycle,interaction,0
cycle,iron,0
cycle,time,0
cycle,boron,1
cycle,age,0
current,o star,0
current,ring,0
current,ammonia,0
current,bromine,2
current,ion,2
current,carbon,0
current,electron,0
current,palladium,0
current,proton,0
current,of star,0
current,period,0
current,testing,0
current,magnesium,0
current,ray,0
current,analysis,0
current,system,0
current,spectrum,0
current,he i,0
current,argon,0
current,red star,0
current,evaporation,0
current,formation,0
current,air,0
current,cycle,0
current,arc,2
current,vacuum,0
current,bubble,0
current,temperature,0
current,copper,0
current,power,2
current,map,0
current,n star,0
current,url,0
current,filter,0
current,cs,0
current,ethane,0
current,ratio,0
current,me star,0
current,source,2
current,lithium,0
current,coupling,0
current,w-,0
current,function,0
current,tin,1
current,oxygen,0
current,glass,0
current,comparison,0
current,pressure,2
current,water,0
current,graph,2
current,sodium,2
current,unit,0
current,methane,0
current,position,0
current,potassium,0
current,mass,0
current,origin,0
current,f star,0
current,error,0
current,spectroscopy,0
current,design,0
current,g star,0
current,gas,0
current,flux,0
current,microwave,0
current,caesium,0
current,nitrogen,0
current,s star,0
current,volatile,0
current,intensity,0
current,interaction,0
current,iron,0
current,time,0
current,boron,0
current,age,0
arc,o star,1
arc,ring,11
arc,ammonia,12
arc,bromine,10
arc,ion,36
arc,carbon,14
arc,electron,0
arc,palladium,2
arc,proton,1
arc,of star,9
arc,period,0
arc,testing,0
arc,magnesium,0
arc,ray,7
arc,analysis,3
arc,system,2
arc,spectrum,9
arc,he i,2
arc,argon,1
arc,red star,6
arc,evaporation,0
arc,formation,1
arc,air,1
arc,cycle,0
arc,current,2
arc,vacuum,1
arc,bubble,0
arc,temperature,10
arc,copper,1
arc,power,36
arc,map,0
arc,n star,1
arc,url,0
arc,filter,16
arc,cs,7
arc,ethane,12
arc,ratio,14
arc,me star,1
arc,source,36
arc,lithium,0
arc,coupling,15
arc,w-,1
arc,function,1
arc,tin,24
arc,oxygen,1
arc,glass,0
arc,comparison,1
arc,pressure,23
arc,water,6
arc,graph,21
arc,sodium,10
arc,unit,1
arc,methane,12
arc,position,1
arc,potassium,14
arc,mass,1
arc,origin,1
arc,f star,9
arc,error,1
arc,spectroscopy,1
arc,design,0
arc,g star,0
arc,gas,16
arc,flux,3
arc,microwave,2
arc,caesium,1
arc,nitrogen,2
arc,s star,1
arc,volatile,2
arc,intensity,1
arc,interaction,1
arc,iron,1
arc,time,1
arc,boron,21
arc,age,1
vacuum,o star,0
vacuum,ring,1
vacuum,ammonia,1
vacuum,bromine,1
vacuum,ion,2
vacuum,carbon,0
vacuum,electron,0
vacuum,palladium,0
vacuum,proton,0
vacuum,of star,0
vacuum,period,0
vacuum,testing,0
vacuum,magnesium,0
vacuum,ray,1
vacuum,analysis,0
vacuum,system,0
vacuum,spectrum,0
vacuum,he i,0
vacuum,argon,0
vacuum,red star,0
vacuum,evaporation,0
vacuum,formation,0
vacuum,air,1
vacuum,cycle,0
vacuum,current,0
vacuum,arc,1
vacuum,bubble,0
vacuum,temperature,1
vacuum,copper,0
vacuum,power,2
vacuum,map,0
vacuum,n star,0
vacuum,url,0
vacuum,filter,1
vacuum,cs,0
vacuum,ethane,0
vacuum,ratio,0
vacuum,me star,0
vacuum,source,2
vacuum,lithium,0
vacuum,coupling,0
vacuum,w-,1
vacuum,function,0
vacuum,tin,1
vacuum,oxygen,0
vacuum,glass,1
vacuum,comparison,0
vacuum,pressure,1
vacuum,water,1
vacuum,graph,0
vacuum,sodium,0
vacuum,unit,0
vacuum,methane,0
vacuum,position,1
vacuum,potassium,0
vacuum,mass,0
vacuum,origin,0
vacuum,f star,0
vacuum,error,0
vacuum,spectroscopy,0
vacuum,design,0
vacuum,g star,0
vacuum,gas,0
vacuum,flux,0
vacuum,microwave,0
vacuum,caesium,0
vacuum,nitrogen,0
vacuum,s star,0
vacuum,volatile,0
vacuum,intensity,0
vacuum,interaction,0
vacuum,iron,0
vacuum,time,0
vacuum,boron,0
vacuum,age,1
bubble,o star,0
bubble,ring,1
bubble,ammonia,0
bubble,bromine,0
bubble,ion,1
bubble,carbon,0
bubble,electron,0
bubble,palladium,1
bubble,proton,0
bubble,of star,0
bubble,period,0
bubble,testing,0
bubble,magnesium,0
bubble,ray,0
bubble,analysis,0
bubble,system,0
bubble,spectrum,0
bubble,he i,0
bubble,argon,1
bubble,red star,0
bubble,evaporation,0
bubble,formation,1
bubble,air,0
bubble,cycle,0
bubble,current,0
bubble,arc,0
bubble,vacuum,0
bubble,temperature,0
bubble,copper,0
bubble,power,1
bubble,map,0
bubble,n star,0
bubble,url,0
bubble,filter,1
bubble,cs,0
bubble,ethane,0
bubble,ratio,0
bubble,me star,0
bubble,source,1
bubble,lithium,0
bubble,coupling,0
bubble,w-,0
bubble,function,0
bubble,tin,0
bubble,oxygen,0
bubble,glass,0
bubble,comparison,0
bubble,pressure,0
bubble,water,0
bubble,graph,1
bubble,sodium,0
bubble,unit,0
bubble,methane,0
bubble,position,0
bubble,potassium,1
bubble,mass,0
bubble,origin,0
bubble,f star,0
bubble,error,0
bubble,spectroscopy,0
bubble,design,0
bubble,g star,0
bubble,gas,0
bubble,flux,1
bubble,microwave,0
bubble,caesium,0
bubble,nitrogen,0
bubble,s star,0
bubble,volatile,0
bubble,intensity,0
bubble,interaction,0
bubble,iron,0
bubble,time,0
bubble,boron,1
bubble,age,0
temperature,o star,0
temperature,ring,18
temperature,ammonia,1
temperature,bromine,12
temperature,ion,21
temperature,carbon,6
temperature,electron,0
temperature,palladium,1
temperature,proton,1
temperature,of star,1
temperature,period,1
temperature,testing,0
temperature,magnesium,3
temperature,ray,17
temperature,analysis,0
temperature,system,0
temperature,spectrum,1
temperature,he i,1
temperature,argon,4
temperature,red star,1
temperature,evaporation,0
temperature,formation,0
temperature,air,2
temperature,cycle,0
temperature,current,0
temperature,arc,10
temperature,vacuum,1
temperature,bubble,0
temperature,copper,0
temperature,power,21
temperature,map,0
temperature,n star,1
temperature,url,0
temperature,filter,17
temperature,cs,12
temperature,ethane,1
temperature,ratio,5
temperature,me star,0
temperature,source,21
temperature,lithium,0
temperature,coupling,6
temperature,w-,0
temperature,function,0
temperature,tin,21
temperature,oxygen,1
temperature,glass,1
temperature,comparison,0
temperature,pressure,5
temperature,water,5
temperature,graph,2
temperature,sodium,13
temperature,unit,1
temperature,methane,1
temperature,position,4
temperature,potassium,2
temperature,mass,1
temperature,origin,1
temperature,f star,1
temperature,error,1
temperature,spectroscopy,0
temperature,design,0
temperature,g star,0
temperature,gas,2
temperature,flux,4
temperature,microwave,1
temperature,caesium,0
temperature,nitrogen,1
temperature,s star,0
temperature,volatile,0
temperature,intensity,0
temperature,interaction,0
temperature,iron,0
temperature,time,5
temperature,boron,4
temperature,age,4
copper,o star,0
copper,ring,1
copper,ammonia,0
copper,bromine,0
copper,ion,1
copper,carbon,1
copper,electron,0
copper,palladium,1
copper,proton,0
copper,of star,1
copper,period,0
copper,testing,0
copper,magnesium,0
copper,ray,0
copper,analysis,1
copper,system,0
copper,spectrum,0
copper,he i,0
copper,argon,0
copper,red star,0
copper,evaporation,0
copper,formation,0
copper,air,0
copper,cycle,0
copper,current,0
copper,arc,1
copper,vacuum,0
copper,bubble,0
copper,temperature,0
copper,power,1
copper,map,0
copper,n star,0
copper,url,0
copper,filter,0
copper,cs,0
copper,ethane,1
copper,ratio,0
copper,me star,0
copper,source,1
copper,lithium,0
copper,coupling,1
copper,w-,0
copper,function,0
copper,tin,1
copper,oxygen,0
copper,glass,0
copper,comparison,0
copper,pressure,1
copper,water,0
copper,graph,1
copper,sodium,0
copper,unit,0
copper,methane,1
copper,position,0
copper,potassium,0
copper,mass,0
copper,origin,0
copper,f star,1
copper,error,0
copper,spectroscopy,1
copper,design,0
copper,g star,0
copper,gas,0
copper,flux,0
copper,microwave,0
copper,caesium,1
copper,nitrogen,1
copper,s star,0
copper,volatile,0
copper,intensity,0
copper,interaction,0
copper,iron,0
copper,time,0
copper,boron,1
copper,age,0
power,o star,1
power,ring,27
power,ammonia,25
power,bromine,20
power,ion,73
power,carbon,31
power,electron,1
power,palladium,5
power,proton,3
power,of star,10
power,period,1
power,testing,1
power,magnesium,5
power,ray,18
power,analysis,4
power,system,2
power,spectrum,10
power,he i,3
power,argon,11
power,red star,6
power,evaporation,1
power,formation,4
power,air,2
power,cycle,1
power,current,2
power,arc,36
power,vacuum,2
power,bubble,1
power,temperature,21
power,copper,1
power,map,1
power,n star,1
power,url,1
power,filter,41
power,cs,12
power,ethane,25
power,ratio,25
power,me star,1
power,source,74
power,lithium,1
power,coupling,18
power,w-,1
power,function,1
power,tin,43
power,oxygen,1
power,glass,1
power,comparison,2
power,pressure,40
power,water,15
power,graph,39
power,sodium,22
power,unit,1
power,methane,25
power,position,6
power,potassium,20
power,mass,1
power,origin,1
power,f star,10
power,error,1
power,spectroscopy,1
power,design,1
power,g star,1
power,gas,23
power,flux,9
power,microwave,18
power,caesium,1
power,nitrogen,4
power,s star,1
power,volatile,2
power,intensity,1
power,interaction,1
power,iron,1
power,time,10
power,boron,40
power,age,4
map,o star,0
map,ring,1
map,ammonia,0
map,bromine,0
map,ion,1
map,carbon,1
map,electron,0
map,palladium,0
map,proton,0
map,of star,0
map,period,0
map,testing,0
map,magnesium,1
map,ray,0
map,analysis,0
map,system,0
map,spectrum,0
map,he i,0
map,argon,0
map,red star,0
map,evaporation,0
map,formation,0
map,air,0
map,cycle,0
map,current,0
map,arc,0
map,vacuum,0
map,bubble,0
map,temperature,0
map,copper,0
map,power,1
map,n star,0
map,url,1
map,filter,0
map,cs,0
map,ethane,1
map,ratio,1
map,me star,0
map,source,1
map,lithium,0
map,coupling,1
map,w-,0
map,function,0
map,tin,0
map,oxygen,0
map,glass,0
map,comparison,0
map,pressure,0
map,water,1
map,graph,1
map,sodium,0
map,unit,0
map,methane,1
map,position,0
map,potassium,0
map,mass,0
map,origin,0
map,f star,0
map,error,0
map,spectroscopy,0
map,design,0
map,g star,0
map,gas,0
map,flux,0
map,microwave,0
map,caesium,0
map,nitrogen,0
map,s star,0
map,volatile,0
map,intensity,0
map,interaction,0
map,iron,0
map,time,1
map,boron,0
map,age,0
n star,o star,0
n star,ring,1
n star,ammonia,0
n star,bromine,1
n star,ion,1
n star,carbon,0
n star,electron,0
n star,palladium,0
n star,proton,0
n star,of star,0
n star,period,0
n star,testing,0
n star,magnesium,0
n star,ray,1
n star,analysis,0
n star,system,0
n star,spectrum,0
n star,he i,1
n star,argon,0
n star,red star,0
n star,evaporation,0
n star,formation,0
n star,air,0
n star,cycle,0
n star,current,0
n star,arc,1
n star,vacuum,0
n star,bubble,0
n star,temperature,1
n star,copper,0
n star,power,1
n star,map,0
n star,url,0
n star,filter,0
n star,cs,1
n star,ethane,0
n star,ratio,0
n star,me star,0
n star,source,1
n star,lithium,0
n star,coupling,0
n star,w-,0
n star,function,0
n star,tin,1
n star,oxygen,0
n star,glass,0
n star,comparison,0
n star,pressure,0
n star,water,1
n star,graph,0
n star,sodium,1
n star,unit,0
n star,methane,0
n star,position,0
n star,potassium,0
n star,mass,1
n star,origin,1
n star,f star,0
n star,error,0
n star,spectroscopy,0
n star,design,0
n star,g star,0
n star,gas,0
n star,flux,0
n star,microwave,0
n star,caesium,0
n star,nitrogen,0
n star,s star,0
n star,volatile,0
n star,intensity,0
n star,interaction,0
n star,iron,0
n star,time,1
n star,boron,0
n star,age,1
url,o star,0
url,ring,1
url,ammonia,0
url,bromine,0
url,ion,1
url,carbon,1
url,electron,0
url,palladium,0
url,proton,0
url,of star,0
url,period,0
url,testing,0
url,magnesium,1
url,ray,0
url,analysis,0
url,system,0
url,spectrum,0
url,he i,0
url,argon,0
url,red star,0
url,evaporation,0
url,formation,0
url,air,0
url,cycle,0
url,current,0
url,arc,0
url,vacuum,0
url,bubble,0
url,temperature,0
url,copper,0
url,power,1
url,map,1
url,n star,0
url,filter,0
url,cs,0
url,ethane,1
url,ratio,1
url,me star,0
url,source,1
url,lithium,0
url,coupling,1
url,w-,0
url,function,0
url,tin,0
url,oxygen,0
url,glass,0
url,comparison,0
url,pressure,0
url,water,1
url,graph,1
url,sodium,0
url,unit,0
url,methane,1
url,position,0
url,potassium,0
url,mass,0
url,origin,0
url,f star,0
url,error,0
url,spectroscopy,0
url,design,0
url,g star,0
url,gas,0
url,flux,0
url,microwave,0
url,caesium,0
url,nitrogen,0
url,s star,0
url,volatile,0
url,intensity,0
url,interaction,0
url,iron,0
url,time,1
url,boron,0
url,age,0
filter,o star,0
filter,ring,18
filter,ammonia,18
filter,bromine,10
filter,ion,41
filter,carbon,23
filter,electron,0
filter,palladium,1
filter,proton,3
filter,of star,1
filter,period,1
filter,testing,0
filter,magnesium,3
filter,ray,15
filter,analysis,0
filter,system,0
filter,spectrum,5
filter,he i,2
filter,argon,8
filter,red star,0
filter,evaporation,0
filter,formation,3
filter,air,2
filter,cycle,1
filter,current,0
filter,arc,16
filter,vacuum,1
filter,bubble,1
filter,temperature,17
filter,copper,0
filter,power,41
filter,map,0
filter,n star,0
filter,url,0
filter,cs,10
filter,ethane,18
filter,ratio,15
filter,me star,1
filter,source,41
filter,lithium,0
filter,coupling,11
filter,w-,0
filter,function,0
filter,tin,24
filter,oxygen,0
filter,glass,1
filter,comparison,0
filter,pressure,26
filter,water,5
filter,graph,25
filter,sodium,12
filter,unit,1
filter,methane,18
filter,position,6
filter,potassium,16
filter,mass,0
filter,origin,0
filter,f star,1
filter,error,1
filter,spectroscopy,0
filter,design,0
filter,g star,0
filter,gas,15
filter,flux,5
filter,microwave,14
filter,caesium,0
filter,nitrogen,0
filter,s star,0
filter,volatile,0
filter,intensity,0
filter,interaction,1
filter,iron,1
filter,time,4
filter,boron,27
filter,age,3
cs,o star,0
cs,ring,12
cs,ammonia,0
cs,bromine,7
cs,ion,12
cs,carbon,5
cs,electron,0
cs,palladium,0
cs,proton,0
cs,of star,0
cs,period,0
cs,testing,0
cs,magnesium,3
cs,ray,12
cs,analysis,0
cs,system,0
cs,spectrum,0
cs,he i,1
cs,argon,3
cs,red star,0
cs,evaporation,0
cs,formation,0
cs,air,1
cs,cycle,0
cs,current,0
cs,arc,7
cs,vacuum,0
cs,bubble,0
cs,temperature,12
cs,copper,0
cs,power,12
cs,map,0
cs,n star,1
cs,url,0
cs,filter,10
cs,ethane,0
cs,ratio,4
cs,me star,0
cs,source,12
cs,lithium,0
cs,coupling,6
cs,w-,0
cs,function,0
cs,tin,12
cs,oxygen,0
cs,glass,0
cs,comparison,0
cs,pressure,0
cs,water,1
cs,graph,0
cs,sodium,9
cs,unit,1
cs,methane,0
cs,position,1
cs,potassium,2
cs,mass,1
cs,origin,1
cs,f star,0
cs,error,1
cs,spectroscopy,0
cs,design,0
cs,g star,0
cs,gas,2
cs,flux,3
cs,microwave,1
cs,caesium,0
cs,nitrogen,0
cs,s star,0
cs,volatile,0
cs,intensity,0
cs,interaction,0
cs,iron,0
cs,time,4
cs,boron,2
cs,age,1
ethane,o star,1
ethane,ring,3
ethane,ammonia,23
ethane,bromine,0
ethane,ion,25
ethane,carbon,15
ethane,electron,0
ethane,palladium,1
ethane,proton,1
ethane,of star,4
ethane,period,0
ethane,testing,0
ethane,magnesium,1
ethane,ray,0
ethane,analysis,3
ethane,system,0
ethane,spectrum,4
ethane,he i,2
ethane,argon,2
ethane,red star,3
ethane,evaporation,0
ethane,formation,0
ethane,air,0
ethane,cycle,1
ethane,current,0
ethane,arc,12
ethane,vacuum,0
ethane,bubble,0
ethane,temperature,1
ethane,copper,1
ethane,power,25
ethane,map,1
ethane,n star,0
ethane,url,1
ethane,filter,18
ethane,cs,0
ethane,ratio,16
ethane,me star,1
ethane,source,25
ethane,lithium,0
ethane,coupling,6
ethane,w-,0
ethane,function,0
ethane,tin,11
ethane,oxygen,0
ethane,glass,0
ethane,comparison,0
ethane,pressure,23
ethane,water,2
ethane,graph,25
ethane,sodium,0
ethane,unit,0
ethane,methane,25
ethane,position,0
ethane,potassium,9
ethane,mass,0
ethane,origin,0
ethane,f star,4
ethane,error,0
ethane,spectroscopy,1
ethane,design,0
ethane,g star,1
ethane,gas,9
ethane,flux,0
ethane,microwave,12
ethane,caesium,1
ethane,nitrogen,1
ethane,s star,1
ethane,volatile,2
ethane,intensity,1
ethane,interaction,1
ethane,iron,1
ethane,time,2
ethane,boron,19
ethane,age,0
ratio,o star,1
ratio,ring,8
ratio,ammonia,15
ratio,bromine,4
ratio,ion,25
ratio,carbon,11
ratio,electron,0
ratio,palladium,0
ratio,proton,0
ratio,of star,4
ratio,period,0
ratio,testing,1
ratio,magnesium,1
ratio,ray,5
ratio,analysis,3
ratio,system,0
ratio,spectrum,4
ratio,he i,0
ratio,argon,1
ratio,red star,3
ratio,evaporation,1
ratio,formation,0
ratio,air,1
ratio,cycle,0
ratio,current,0
ratio,arc,14
ratio,vacuum,0
ratio,bubble,0
ratio,temperature,5
ratio,copper,0
ratio,power,25
ratio,map,1
ratio,n star,0
ratio,url,1
ratio,filter,15
ratio,cs,4
ratio,ethane,16
ratio,me star,1
ratio,source,25
ratio,lithium,0
ratio,coupling,8
ratio,w-,0
ratio,function,1
ratio,tin,15
ratio,oxygen,0
ratio,glass,0
ratio,comparison,2
ratio,pressure,17
ratio,water,2
ratio,graph,19
ratio,sodium,4
ratio,unit,0
ratio,methane,16
ratio,position,0
ratio,potassium,6
ratio,mass,0
ratio,origin,0
ratio,f star,4
ratio,error,0
ratio,spectroscopy,0
ratio,design,0
ratio,g star,1
ratio,gas,7
ratio,flux,0
ratio,microwave,9
ratio,caesium,0
ratio,nitrogen,0
ratio,s star,1
ratio,volatile,2
ratio,intensity,1
ratio,interaction,0
ratio,iron,0
ratio,time,2
ratio,boron,14
ratio,age,0
me star,o star,0
me star,ring,0
me star,ammonia,1
me star,bromine,0
me star,ion,1
me star,carbon,0
me star,electron,0
me star,palladium,0
me star,proton,0
me star,of star,0
me star,period,0
me star,testing,0
me star,magnesium,0
me star,ray,0
me star,analysis,0
me star,system,0
me star,spectrum,0
me star,he i,0
me star,argon,0
me star,red star,0
me star,evaporation,0
me star,formation,0
me star,air,0
me star,cycle,0
me star,current,0
me star,arc,1
me star,vacuum,0
me star,bubble,0
me star,temperature,0
me star,copper,0
me star,power,1
me star,map,0
me star,n star,0
me star,url,0
me star,filter,1
me star,cs,0
me star,ethane,1
me star,ratio,1
me star,source,1
me star,lithium,0
me star,coupling,0
me star,w-,0
me star,function,0
me star,tin,1
me star,oxygen,0
me star,glass,0
me star,comparison,0
me star,pressure,1
me star,water,0
me star,graph,1
me star,sodium,0
me star,unit,0
me star,methane,1
me star,position,0
me star,potassium,0
me star,mass,0
me star,origin,0
me star,f star,0
me star,error,0
me star,spectroscopy,0
me star,design,0
me star,g star,0
me star,gas,0
me star,flux,0
me star,microwave,1
me star,caesium,0
me star,nitrogen,0
me star,s star,0
me star,volatile,0
me star,intensity,0
me star,interaction,0
me star,iron,0
me star,time,0
me star,boron,1
me star,age,0
source,o star,1
source,ring,27
source,ammonia,25
source,bromine,20
source,ion,73
source,carbon,31
source,electron,1
source,palladium,5
source,proton,3
source,of star,10
source,period,1
source,testing,1
source,magnesium,5
source,ray,18
source,analysis,4
source,system,2
source,spectrum,10
source,he i,3
source,argon,11
source,red star,6
source,evaporation,1
source,formation,4
source,air,2
source,cycle,1
source,current,2
source,arc,36
source,vacuum,2
source,bubble,1
source,temperature,21
source,copper,1
source,power,74
source,map,1
source,n star,1
source,url,1
source,filter,41
source,cs,12
source,ethane,25
source,ratio,25
source,me star,1
source,lithium,1
source,coupling,18
source,w-,1
source,function,1
source,tin,43
source,oxygen,1
source,glass,1
source,comparison,2
source,pressure,40
source,water,15
source,graph,39
source,sodium,22
source,unit,1
source,methane,25
source,position,6
source,potassium,20
source,mass,1
source,origin,1
source,f star,10
source,error,1
source,spectroscopy,1
source,design,1
source,g star,1
source,gas,23
source,flux,9
source,microwave,18
source,caesium,1
source,nitrogen,4
source,s star,1
source,volatile,2
source,intensity,1
source,interaction,1
source,iron,1
source,time,10
source,boron,40
source,age,4
lithium,o star,0
lithium,ring,0
lithium,ammonia,0
lithium,bromine,1
lithium,ion,1
lithium,carbon,0
lithium,electron,0
lithium,palladium,0
lithium,proton,0
lithium,of star,0
lithium,period,0
lithium,testing,0
lithium,magnesium,1
lithium,ray,0
lithium,analysis,0
lithium,system,0
lithium,spectrum,0
lithium,he i,0
lithium,argon,0
lithium,red star,0
lithium,evaporation,0
lithium,formation,0
lithium,air,0
lithium,cycle,0
lithium,current,0
lithium,arc,0
lithium,vacuum,0
lithium,bubble,0
lithium,temperature,0
lithium,copper,0
lithium,power,1
lithium,map,0
lithium,n star,0
lithium,url,0
lithium,filter,0
lithium,cs,0
lithium,ethane,0
lithium,ratio,0
lithium,me star,0
lithium,source,1
lithium,coupling,0
lithium,w-,0
lithium,function,0
lithium,tin,0
lithium,oxygen,0
lithium,glass,0
lithium,comparison,0
lithium,pressure,0
lithium,water,1
lithium,graph,0
lithium,sodium,1
lithium,unit,0
lithium,methane,0
lithium,position,0
lithium,potassium,0
lithium,mass,0
lithium,origin,0
lithium,f star,0
lithium,error,0
lithium,spectroscopy,0
lithium,design,0
lithium,g star,0
lithium,gas,0
lithium,flux,0
lithium,microwave,0
lithium,caesium,0
lithium,nitrogen,0
lithium,s star,0
lithium,volatile,0
lithium,intensity,0
lithium,interaction,0
lithium,iron,0
lithium,time,1
lithium,boron,0
lithium,age,0
coupling,o star,0
coupling,ring,8
coupling,ammonia,4
coupling,bromine,5
coupling,ion,18
coupling,carbon,12
coupling,electron,0
coupling,palladium,2
coupling,proton,1
coupling,of star,2
coupling,period,0
coupling,testing,0
coupling,magnesium,1
coupling,ray,6
coupling,analysis,1
coupling,system,2
coupling,spectrum,4
coupling,he i,1
coupling,argon,1
coupling,red star,0
coupling,evaporation,0
coupling,formation,1
coupling,air,1
coupling,cycle,0
coupling,current,0
coupling,arc,15
coupling,vacuum,0
coupling,bubble,0
coupling,temperature,6
coupling,copper,1
coupling,power,18
coupling,map,1
coupling,n star,0
coupling,url,1
coupling,filter,11
coupling,cs,6
coupling,ethane,6
coupling,ratio,8
coupling,me star,0
coupling,source,18
coupling,lithium,0
coupling,w-,0
coupling,function,0
coupling,tin,10
coupling,oxygen,0
coupling,glass,0
coupling,comparison,0
coupling,pressure,7
coupling,water,4
coupling,graph,8
coupling,sodium,4
coupling,unit,1
coupling,methane,6
coupling,position,0
coupling,potassium,11
coupling,mass,0
coupling,origin,0
coupling,f star,2
coupling,error,1
coupling,spectroscopy,1
coupling,design,0
coupling,g star,0
coupling,gas,12
coupling,flux,3
coupling,microwave,1
coupling,caesium,1
coupling,nitrogen,2
coupling,s star,0
coupling,volatile,0
coupling,intensity,0
coupling,interaction,1
coupling,iron,1
coupling,time,2
coupling,boron,13
coupling,age,0
w-,o star,0
w-,ring,0
w-,ammonia,1
w-,bromine,0
w-,ion,1
w-,carbon,0
w-,electron,0
w-,palladium,0
w-,proton,0
w-,of star,0
w-,period,0
w-,testing,0
w-,magnesium,0
w-,ray,0
w-,analysis,0
w-,system,0
w-,spectrum,0
w-,he i,0
w-,argon,0
w-,red star,0
w-,evaporation,0
w-,formation,0
w-,air,0
w-,cycle,0
w-,current,0
w-,arc,1
w-,vacuum,1
w-,bubble,0
w-,temperature,0
w-,copper,0
w-,power,1
w-,map,0
w-,n star,0
w-,url,0
w-,filter,0
w-,cs,0
w-,ethane,0
w-,ratio,0
w-,me star,0
w-,source,1
w-,lithium,0
w-,coupling,0
w-,function,0
w-,tin,0
w-,oxygen,0
w-,glass,0
w-,comparison,0
w-,pressure,0
w-,water,0
w-,graph,0
w-,sodium,0
w-,unit,0
w-,methane,0
w-,position,0
w-,potassium,0
w-,mass,0
w-,origin,0
w-,f star,0
w-,error,0
w-,spectroscopy,0
w-,design,0
w-,g star,0
w-,gas,0
w-,flux,0
w-,microwave,0
w-,caesium,0
w-,nitrogen,0
w-,s star,0
w-,volatile,0
w-,intensity,0
w-,interaction,0
w-,iron,0
w-,time,0
w-,boron,0
w-,age,0
function,o star,0
function,ring,1
function,ammonia,0
function,bromine,1
function,ion,1
function,carbon,0
function,electron,0
function,palladium,0
function,proton,0
function,of star,1
function,period,0
function,testing,0
function,magnesium,0
function,ray,0
function,analysis,0
function,system,0
function,spectrum,0
function,he i,0
function,argon,0
function,red star,0
function,evaporation,0
function,formation,0
function,air,0
